Quarter,gsl,entities,sumlevel,program_label,program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-21,ZIPCODE,90021,10,Housing Choice Vouchers,3,90021,90021,72,86,58,95,7,5,1.2,69,265,1177,9931,8348,31,5,52,5,7,7,31,62,12,100,100,-1,7,22,5,41,87,57,-1,21,26,53,-1,79,60,-1,-1,21,2,16,2,19,0,49,67,95,12,91,5,3,2,65,84,5,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90022,10,Housing Choice Vouchers,3,90022,90022,370,88,327,100,5,5,2.2,714,498,1245,19580,8967,7,9,39,9,37,26,10,62,20,95,80,3,25,76,26,29,56,25,1,33,22,45,4,94,7,1,1,6,0,84,1,85,0,29,155,96,80,43,44,13,14,23,98,61,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90023,10,Housing Choice Vouchers,3,90023,90023,348,86,289,96,6,6,2.1,614,499,1196,19075,8978,7,6,44,10,32,24,10,63,19,97,83,4,25,65,26,28,71,27,2,32,21,45,3,90,17,1,1,10,1,69,1,72,0,61,133,99,85,51,30,19,13,25,98,51,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90024,10,Housing Choice Vouchers,3,90024,90024,6,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90025,10,Housing Choice Vouchers,3,90025,90025,34,86,28,95,6,21,1.4,40,502,1181,16876,11813,11,18,36,14,21,11,7,82,20,93,86,-1,7,54,7,27,88,53,-1,25,14,61,18,50,14,4,11,50,-1,21,-1,21,0,6,156,100,72,57,36,7,25,13,46,7,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90026,10,Housing Choice Vouchers,3,90026,90026,464,86,377,95,6,4,2.0,748,475,1178,17345,8742,9,8,46,9,28,21,14,62,18,97,85,4,19,65,21,44,83,36,1,29,29,41,4,87,24,0,8,13,1,53,1,55,0,39,151,100,68,54,26,20,14,25,88,19,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90027,10,Housing Choice Vouchers,3,90027,90027,1402,86,1137,95,6,1,1.5,1698,401,1177,15523,10394,3,4,58,22,14,11,3,85,17,99,94,2,2,69,3,42,94,72,0,6,13,81,15,14,5,0,1,86,-1,7,0,7,0,32,208,100,64,62,32,6,15,21,47,9,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90028,10,Housing Choice Vouchers,3,90028,90028,747,86,606,95,6,10,1.4,878,386,1177,15038,10379,6,4,54,20,16,11,10,78,17,99,93,2,6,57,7,60,87,62,1,17,17,65,9,42,18,1,4,58,1,18,0,19,0,11,145,95,53,75,23,2,6,24,53,6,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90029,10,Housing Choice Vouchers,3,90029,90029,840,86,681,95,6,2,1.5,1006,410,1177,16035,10854,5,6,56,16,17,14,4,82,18,98,91,2,4,57,5,43,92,61,0,15,22,63,6,40,14,0,2,60,0,22,1,23,0,46,184,100,67,65,30,5,14,23,76,13,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90031,10,Housing Choice Vouchers,3,90031,90031,316,86,258,95,7,2,2.1,535,494,1182,19044,9184,5,7,42,13,33,24,9,63,20,97,82,3,21,66,21,24,71,30,3,27,22,48,7,91,17,1,23,9,1,48,1,50,0,24,155,93,87,39,37,24,22,19,95,39,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90032,10,Housing Choice Vouchers,3,90032,90032,435,86,353,95,6,3,2.3,822,546,1178,20713,8895,3,7,40,11,38,29,10,59,21,96,81,4,30,75,31,28,83,26,1,33,27,38,3,90,15,1,5,10,1,68,1,70,0,21,177,100,91,35,41,25,19,19,96,60,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90033,10,Housing Choice Vouchers,3,90033,90033,669,86,543,95,8,3,2.4,1330,551,1178,22870,9337,7,9,34,10,40,34,12,52,22,93,77,9,24,68,27,26,71,22,2,31,30,37,4,94,7,0,6,6,1,78,1,80,0,71,125,99,88,27,46,27,19,33,98,30,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90034,10,Housing Choice Vouchers,3,90034,90034,189,84,151,95,6,7,1.8,270,506,1180,19763,11052,6,8,34,13,39,26,8,64,22,93,82,1,21,72,21,28,78,31,1,30,27,42,4,81,64,1,1,19,1,15,-1,16,1,22,207,99,71,36,44,19,27,12,77,22,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90035,10,Housing Choice Vouchers,3,90035,90035,132,86,107,95,7,6,1.6,167,405,1177,16416,10518,6,8,52,9,24,14,7,79,18,97,88,2,11,64,11,38,88,47,2,16,26,56,7,62,49,-1,1,38,-1,11,1,12,0,8,184,100,58,61,34,6,17,10,40,25,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90036,10,Housing Choice Vouchers,3,90036,90036,28,86,23,95,5,13,1.2,27,424,1179,14740,12556,4,4,57,22,13,9,-1,91,17,96,96,-1,4,78,4,43,94,74,-1,17,13,70,30,43,35,-1,-1,57,-1,9,-1,9,0,43,196,100,89,70,30,-1,17,11,43,6,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90037,10,Housing Choice Vouchers,3,90037,90037,1734,86,1407,95,6,4,2.2,3026,480,1178,18332,8524,10,10,38,11,32,26,16,55,19,96,83,3,29,71,30,34,78,27,2,42,28,28,1,97,77,0,1,3,1,17,0,19,0,13,162,100,96,44,32,24,17,32,99,37,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90038,10,Housing Choice Vouchers,3,90038,90038,566,86,461,95,6,11,1.4,655,415,1180,15653,11017,11,6,50,12,22,12,11,75,18,97,89,2,5,58,6,57,87,60,6,18,23,54,7,52,23,0,1,48,0,27,0,28,0,29,161,100,57,69,26,4,11,23,70,8,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90039,10,Housing Choice Vouchers,3,90039,90039,57,86,46,95,6,2,1.7,76,540,1177,20340,12311,4,-1,41,20,35,20,7,74,22,93,78,2,11,72,13,35,83,51,-1,13,24,63,15,52,13,2,-1,48,-1,33,4,37,0,5,219,100,76,43,50,7,28,12,73,50,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90040,10,Housing Choice Vouchers,3,90040,90040,149,88,132,100,6,39,1.7,227,400,1245,15223,8852,22,7,44,8,19,14,21,58,15,97,88,5,13,54,14,32,69,33,1,33,20,46,2,84,13,3,2,16,-1,64,2,66,2,5,86,61,84,70,19,11,5,20,96,60,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90041,10,Housing Choice Vouchers,3,90041,90041,384,86,311,95,6,4,1.3,413,387,1177,15229,11468,1,4,59,23,13,5,2,92,18,99,95,1,2,70,2,49,84,71,-1,3,9,88,17,54,9,0,9,46,0,35,-1,36,0,24,131,100,57,85,13,2,7,10,70,65,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90042,10,Housing Choice Vouchers,3,90042,90042,318,86,258,95,6,1,2.1,531,486,1178,19039,9251,7,6,46,11,30,28,10,60,20,97,85,3,26,75,26,34,83,30,-1,32,29,39,4,87,16,-1,5,13,1,65,0,66,0,24,188,99,84,38,53,10,22,17,89,42,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90043,10,Housing Choice Vouchers,3,90043,90043,2374,86,1933,95,6,2,1.8,3404,455,1180,17579,9982,8,10,44,10,28,21,12,65,19,96,83,1,23,68,22,37,78,34,0,34,28,37,1,97,89,0,0,3,2,5,0,8,0,34,164,99,89,52,35,13,18,25,98,42,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90044,10,Housing Choice Vouchers,3,90044,90044,4393,87,3680,97,6,3,2.1,7834,479,1203,18330,8611,8,9,40,11,31,23,16,58,19,96,84,3,32,75,32,33,80,27,1,43,28,29,2,97,86,0,0,3,1,9,0,10,0,31,157,99,95,36,44,20,22,31,99,41,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90045,10,Housing Choice Vouchers,3,90045,90045,79,86,64,95,6,14,1.8,114,511,1179,19150,10751,11,11,36,5,38,20,14,66,21,92,80,5,17,67,17,23,90,36,-1,34,20,45,3,92,77,2,2,8,2,11,-1,13,0,12,161,100,98,42,55,3,14,13,74,12,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90046,10,Housing Choice Vouchers,3,90046,90046,986,88,852,99,6,2,1.3,1141,351,1227,14237,10631,2,1,66,19,12,4,2,92,16,100,97,-1,1,65,1,66,83,72,1,7,10,83,30,13,6,0,0,87,0,7,0,7,0,6,210,98,61,77,22,2,8,15,23,10,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90047,10,Housing Choice Vouchers,3,90047,90047,2106,86,1748,96,6,3,2.0,3576,519,1195,19906,9730,7,9,39,10,36,27,13,58,21,94,79,3,30,78,30,30,78,27,2,39,25,33,2,98,90,0,0,2,1,6,0,7,0,16,172,99,104,34,46,19,24,17,99,61,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90048,10,Housing Choice Vouchers,3,90048,90048,71,86,58,95,7,3,1.3,75,378,1182,15118,11691,2,5,67,16,10,5,3,91,18,98,90,2,5,78,7,53,93,72,-1,14,12,74,21,16,5,-1,2,84,3,3,2,9,2,20,204,97,67,81,14,5,10,7,19,37,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90049,10,Housing Choice Vouchers,3,90049,90049,10,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90056,10,Housing Choice Vouchers,3,90056,90056,15,87,13,98,6,23,1.4,18,504,1214,19428,14031,-1,17,33,8,42,23,8,62,23,85,77,-1,15,62,15,63,60,56,-1,8,54,38,-1,92,92,-1,-1,8,-1,-1,-1,0,0,21,190,100,80,54,46,-1,23,8,89,56,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90057,10,Housing Choice Vouchers,3,90057,90057,877,86,712,95,7,8,1.5,1033,376,1178,15080,10394,10,7,56,9,17,12,11,76,17,97,91,2,9,51,9,49,85,54,1,20,17,63,4,83,37,1,13,17,1,31,0,33,0,14,116,96,44,76,18,6,7,31,94,3,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90058,10,Housing Choice Vouchers,3,90058,90058,13,86,11,96,4,-1,2.1,23,575,1189,21755,10405,-1,9,55,-1,36,18,9,73,21,100,73,-1,36,73,36,14,100,30,-1,36,27,36,9,91,64,-1,-1,9,-1,27,-1,27,0,-1,138,100,153,45,36,18,9,28,94,42,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90059,10,Housing Choice Vouchers,3,90059,90059,819,87,687,97,6,15,2.7,1867,551,1204,20728,7627,10,7,34,9,40,26,19,53,20,95,82,5,38,77,40,29,82,22,3,49,23,24,1,97,77,0,1,3,1,18,1,20,1,17,145,99,120,30,25,45,21,24,99,63,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90061,10,Housing Choice Vouchers,3,90061,90061,995,86,821,96,6,3,2.6,2104,549,1191,20503,8000,9,8,33,10,41,25,19,53,20,96,81,3,41,79,41,32,78,22,1,50,27,22,1,97,84,0,0,3,1,11,0,12,0,30,154,99,102,23,42,35,27,26,99,56,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90062,10,Housing Choice Vouchers,3,90062,90062,1157,86,939,95,6,3,2.1,1956,504,1178,19164,9200,8,9,40,11,32,25,13,59,20,95,81,3,27,78,28,35,81,28,1,35,31,33,2,97,86,0,1,3,1,9,1,10,0,31,184,100,106,46,35,19,15,19,99,50,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90063,10,Housing Choice Vouchers,3,90063,90063,209,87,179,98,6,4,2.6,463,497,1220,18787,7263,7,12,36,14,31,25,16,56,18,97,85,3,43,78,45,26,69,21,-1,43,27,30,4,94,12,-1,1,6,2,78,1,81,1,16,160,97,98,29,37,34,20,19,99,65,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90064,10,Housing Choice Vouchers,3,90064,90064,21,86,17,96,6,12,1.1,18,381,1189,14529,13722,-1,6,69,6,19,6,-1,88,18,100,82,-1,-1,47,-1,56,100,72,-1,18,35,47,6,71,53,-1,12,29,-1,6,-1,6,0,8,121,94,100,82,18,-1,12,11,46,44,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90065,10,Housing Choice Vouchers,3,90065,90065,315,86,255,95,7,6,1.5,382,393,1177,15501,10348,11,9,48,9,23,14,11,73,17,98,89,2,11,48,11,56,83,51,2,25,27,47,5,72,29,-1,5,28,-1,37,1,38,0,19,121,100,64,67,28,5,10,17,87,44,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90066,10,Housing Choice Vouchers,3,90066,90066,290,71,195,95,7,10,1.4,281,428,1192,17362,12048,4,6,48,16,25,13,3,83,20,98,86,1,8,61,7,43,80,53,1,18,10,71,6,67,27,-1,9,33,2,29,1,31,0,17,115,99,54,80,17,3,6,23,74,27,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90068,10,Housing Choice Vouchers,3,90068,90068,63,86,51,95,8,10,1.4,70,384,1177,14388,10482,2,6,54,26,12,10,4,84,17,100,98,2,8,65,8,47,83,59,-1,14,16,71,10,43,22,-1,12,57,-1,10,-1,10,0,7,142,96,60,84,14,2,8,20,28,13,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90069,10,Housing Choice Vouchers,3,90069,90069,78,88,69,100,4,7,1.2,84,400,1246,16474,13532,-1,-1,57,22,22,4,-1,96,19,99,93,-1,-1,42,-1,76,73,68,-1,3,28,70,16,22,10,1,-1,78,-1,10,-1,10,1,1,155,97,62,68,32,-1,16,10,22,8,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90073,10,Housing Choice Vouchers,3,90073,90073,56,86,45,95,4,7,1.0,46,506,1177,20755,20304,16,7,36,7,36,13,11,76,25,91,71,-1,-1,7,-1,80,71,74,-1,-1,22,78,2,51,38,-1,-1,49,2,11,-1,13,0,2,45,-1,-1,100,-1,-1,-1,64,60,55,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90094,10,Housing Choice Vouchers,3,90094,90094,14,86,11,95,6,9,1.5,16,394,1177,15039,10340,-1,-1,55,36,9,-1,-1,100,17,100,91,-1,-1,64,-1,-1,90,88,-1,-1,9,91,27,55,27,-1,18,45,-1,9,-1,9,0,42,151,100,60,73,18,9,-1,10,50,8,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90201,10,Housing Choice Vouchers,3,90201,90201,811,89,718,100,5,3,2.2,1546,501,1247,18429,8559,8,6,43,11,32,24,9,64,19,97,85,4,22,74,23,31,54,25,1,29,22,48,6,94,10,0,1,6,0,82,1,83,0,39,153,99,83,41,36,23,17,27,96,49,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90210,10,Housing Choice Vouchers,3,90210,90210,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90211,10,Housing Choice Vouchers,3,90211,90211,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90212,10,Housing Choice Vouchers,3,90212,90212,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90220,10,Housing Choice Vouchers,3,90220,90220,678,79,526,98,5,13,2.8,1455,500,1186,19382,7007,9,9,36,11,35,30,20,48,19,97,86,6,39,85,42,20,65,15,0,49,27,24,2,98,66,0,5,2,1,26,0,27,0,24,142,99,88,27,36,37,17,25,99,56,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90221,10,Housing Choice Vouchers,3,90221,90221,445,79,345,98,5,2,2.2,759,466,1185,18787,8540,8,6,39,12,35,26,11,61,19,97,82,1,28,80,28,24,74,26,1,39,23,38,2,98,77,0,2,2,0,19,-1,19,0,42,171,99,83,39,36,25,19,21,99,62,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90222,10,Housing Choice Vouchers,3,90222,90222,262,84,219,99,5,5,2.5,557,491,1221,19268,7576,6,11,46,10,28,27,20,52,19,95,84,3,41,80,42,31,68,20,0,48,30,21,1,96,77,0,0,4,1,17,0,19,0,45,145,100,98,30,32,38,23,22,99,66,NA,31080,NA,NA,NA,,NA,NA
31-Dec-21,ZIPCODE,90230,10,Housing Choice Vouchers,3,90230,90230,155,-5,41,-5,-5,-5,-5.0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,NA,31080,NA,NA,NA,,NA,NA
