Quarter,gsl,entities,sumlevel,program_label,program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-22,ZIPCODE,90005,10,Housing Choice Vouchers,3,90005,90005,284,83,229,97,6,10,1.7,395,425,1264,16671,9665,13,9,44,9,25,17,18,63,18,97,87,3,14,53,15,53,79,42,1,33,19,47,4,86,38,1,18,14,1,28,-1,29,0,10,134,98,40,72,17,10,8,27,95,4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90005,10,Summary of All HUD Programs,1,90005,90005,1124,95,1111,100,7,7,1.3,1435,358,1235,14636,11331,4,6,66,7,17,6,5,88,17,99,95,1,4,65,4,58,13,16,0,8,6,85,20,95,12,0,69,5,0,9,4,13,0,10,130,42,36,94,4,2,2,25,91,3,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90006,10,Housing Choice Vouchers,3,90006,90006,489,83,394,97,5,13,1.7,663,455,1262,18009,10702,12,6,41,9,31,25,16,57,19,96,84,3,18,61,18,36,82,38,3,33,19,45,5,90,38,1,17,10,1,33,1,35,0,15,127,99,61,57,34,8,17,26,97,9,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90006,10,Summary of All HUD Programs,1,90006,90006,1293,87,1115,99,6,9,1.4,1582,386,1073,15578,10980,11,8,50,9,22,19,12,68,17,97,90,1,11,64,11,25,40,27,2,24,15,59,10,94,29,0,29,5,1,23,12,35,0,15,137,66,45,80,16,4,8,26,97,11,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90007,10,Housing Choice Vouchers,3,90007,90007,435,83,350,97,6,11,1.8,618,482,1261,19336,10951,7,10,40,11,32,27,12,57,21,95,81,2,20,67,19,32,68,32,1,29,24,46,7,94,62,0,8,6,0,24,-1,24,0,13,169,100,72,57,27,15,15,38,89,24,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90007,10,Summary of All HUD Programs,1,90007,90007,1374,90,1235,100,8,7,1.7,2089,455,1345,18483,10927,8,10,45,9,28,27,9,61,20,95,83,3,17,69,17,21,31,17,1,28,17,53,8,95,39,1,21,3,1,15,18,34,3,13,171,86,48,65,23,12,11,43,86,21,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90008,10,Housing Choice Vouchers,3,90008,90008,2586,83,2084,97,6,7,1.6,3232,432,1262,17398,11218,9,8,47,10,27,21,13,63,19,96,85,1,17,69,17,39,80,41,1,29,27,43,2,97,90,0,0,3,1,4,0,5,0,19,174,100,77,60,34,6,17,25,99,12,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90008,10,Summary of All HUD Programs,1,90008,90008,2900,85,2411,98,6,7,1.5,3700,423,1298,17139,11168,9,7,47,10,27,20,12,66,19,96,86,1,17,69,16,37,66,37,1,28,24,47,4,95,84,0,5,3,1,4,1,6,0,18,167,100,73,63,32,5,15,25,99,11,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90010,10,Housing Choice Vouchers,3,90010,90010,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90010,10,Summary of All HUD Programs,1,90010,90010,80,99,82,100,10,2,1.3,104,315,1279,13015,10262,5,5,65,20,6,4,-1,96,15,100,100,-1,1,76,1,40,4,5,-1,2,4,94,49,94,2,-1,85,6,-1,1,5,6,0,-1,138,95,23,99,1,-1,-1,25,92,9,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90011,10,Housing Choice Vouchers,3,90011,90011,1315,83,1059,97,5,8,2.6,2797,570,1261,21589,8174,10,9,33,8,40,32,23,43,20,94,80,5,38,73,39,30,78,22,2,50,24,24,1,97,64,0,0,3,1,29,1,32,0,12,155,100,98,32,34,34,18,31,99,45,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90011,10,Summary of All HUD Programs,1,90011,90011,1847,87,1564,98,5,8,2.4,3710,526,1168,20110,8478,9,9,39,8,35,28,19,51,20,96,82,5,31,72,32,27,45,20,2,42,19,37,3,97,53,0,6,2,1,30,6,37,0,14,150,85,89,43,30,26,15,32,99,43,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90012,10,Housing Choice Vouchers,3,90012,90012,340,83,273,96,5,4,1.7,457,523,1257,18895,11287,4,5,49,9,33,23,7,68,20,95,86,3,11,64,12,37,84,49,1,19,15,66,18,87,23,0,42,13,-1,20,1,21,0,36,158,99,54,53,37,10,16,30,92,4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90012,10,Summary of All HUD Programs,1,90012,90012,2136,95,2023,100,5,5,1.6,3178,442,960,17758,11304,2,4,60,7,27,12,3,84,19,97,91,3,6,65,7,25,19,16,0,9,7,84,27,97,6,0,71,3,0,19,1,20,0,45,155,99,35,76,19,5,6,34,87,3,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90013,10,Housing Choice Vouchers,3,90013,90013,1030,83,826,96,5,10,1.0,843,257,1256,10600,10386,34,2,51,5,8,8,31,58,13,99,96,-1,1,33,1,76,87,78,0,32,34,34,0,81,56,1,3,19,2,19,1,21,0,7,71,97,6,100,0,-1,-1,48,71,1,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90013,10,Summary of All HUD Programs,1,90013,90013,1331,86,1293,100,5,7,1.1,1376,274,1321,11373,10687,28,3,52,7,11,7,26,64,13,99,96,-1,1,37,0,70,51,57,0,25,29,46,8,85,46,1,20,15,1,16,1,18,0,7,93,67,6,100,0,-1,-1,46,74,1,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90014,10,Housing Choice Vouchers,3,90014,90014,949,84,770,97,7,25,1.0,774,247,1272,10239,10186,30,6,51,6,6,8,27,61,12,99,97,-1,0,37,0,52,77,63,2,26,28,44,0,84,47,1,4,16,1,30,1,32,1,10,64,90,5,100,-1,-1,-1,43,68,1,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90014,10,Summary of All HUD Programs,1,90014,90014,1577,89,1449,100,7,17,1.1,1589,287,1395,11888,10840,18,6,60,7,10,5,17,75,14,99,97,0,0,49,0,55,31,35,1,16,17,67,12,89,29,0,39,10,1,18,2,20,0,10,92,90,9,99,1,-1,-1,34,66,1,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90015,10,Housing Choice Vouchers,3,90015,90015,177,83,143,97,3,13,1.3,186,349,1263,13751,10572,19,7,44,14,17,16,24,57,16,98,93,1,8,39,8,69,92,63,-1,34,32,34,3,85,50,-1,5,15,2,27,1,30,0,13,103,97,31,80,13,6,6,32,91,4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90015,10,Summary of All HUD Programs,1,90015,90015,812,90,760,100,6,9,1.6,1184,410,1083,16198,10397,9,6,56,8,20,15,9,75,17,98,90,4,6,62,8,43,29,23,0,16,15,69,17,94,16,0,31,5,1,32,14,47,1,10,129,89,37,80,8,12,3,30,92,5,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90016,10,Housing Choice Vouchers,3,90016,90016,1463,84,1191,97,6,4,1.7,2022,476,1276,18532,10916,8,8,41,12,31,24,11,62,20,96,82,1,20,71,20,37,73,36,1,30,25,43,3,95,79,0,2,5,1,12,1,14,0,26,188,100,82,44,47,9,22,20,96,32,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90016,10,Summary of All HUD Programs,1,90016,90016,1902,84,1577,99,7,4,1.7,2645,459,1247,18095,10788,9,8,41,11,30,26,11,60,20,96,82,2,20,69,19,32,61,30,1,31,24,43,3,95,75,0,3,4,1,13,3,17,0,26,189,83,79,50,43,8,19,19,96,34,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90017,10,Housing Choice Vouchers,3,90017,90017,454,83,364,96,6,30,1.4,493,430,1255,16689,12322,14,7,45,9,25,12,14,71,19,96,84,1,8,44,9,68,81,60,1,27,23,50,7,84,40,1,14,16,1,28,1,30,0,15,94,100,34,87,5,8,3,43,95,2,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90017,10,Summary of All HUD Programs,1,90017,90017,1011,90,972,100,5,16,1.3,1216,364,1216,14686,11739,10,8,57,8,18,10,11,77,17,98,91,0,7,55,7,49,41,37,1,19,14,66,11,90,30,0,34,9,1,17,9,26,0,14,113,51,34,95,2,3,1,42,95,2,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90018,10,Housing Choice Vouchers,3,90018,90018,1789,83,1438,96,6,7,1.6,2318,458,1258,18396,11412,9,6,46,9,30,23,11,64,20,95,84,1,15,66,15,38,81,42,1,27,23,49,5,95,71,0,10,5,1,13,0,14,0,19,170,86,79,58,31,10,18,23,95,32,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90018,10,Summary of All HUD Programs,1,90018,90018,2721,86,2298,98,6,7,1.6,3649,440,1231,17758,11183,9,7,46,9,29,22,10,66,19,95,86,2,15,67,14,31,54,31,1,27,20,53,7,95,61,0,17,3,1,11,4,16,0,19,162,79,66,63,28,8,15,23,95,30,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90019,10,Housing Choice Vouchers,3,90019,90019,1250,83,1004,96,6,5,1.6,1567,461,1258,18082,11586,8,7,47,10,28,21,11,65,20,95,85,1,14,66,14,39,79,42,0,28,26,46,3,92,68,0,5,8,2,16,0,18,0,18,181,100,66,57,35,8,16,19,91,20,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90019,10,Summary of All HUD Programs,1,90019,90019,1536,85,1273,97,6,6,1.5,1970,454,1274,17998,11630,7,6,48,10,29,20,10,68,20,96,85,1,13,66,13,36,59,35,0,25,23,53,5,87,57,0,11,13,1,15,2,18,0,18,175,97,60,61,32,7,14,19,87,19,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90020,10,Housing Choice Vouchers,3,90020,90020,175,84,142,97,5,13,1.4,198,440,1271,17763,12739,11,5,42,11,31,23,8,65,20,96,85,4,7,47,6,39,77,44,2,28,19,51,6,81,40,1,15,19,-1,25,-1,25,0,16,142,99,53,85,13,2,4,17,92,2,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90020,10,Summary of All HUD Programs,1,90020,90020,245,88,213,99,6,12,1.3,286,414,1341,16827,12532,7,5,51,8,29,15,6,77,19,97,90,2,5,53,4,39,46,35,1,19,13,67,18,87,27,0,42,13,-1,17,-1,17,0,16,145,98,42,90,9,1,3,15,86,8,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90021,10,Housing Choice Vouchers,3,90021,90021,76,83,61,96,2,3,1.1,69,259,1251,10445,9234,33,5,45,12,5,8,34,56,12,100,98,-1,2,25,2,50,76,58,-1,23,16,61,-1,77,56,-1,-1,23,3,16,2,21,0,-1,68,98,9,93,5,2,2,67,84,4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90021,10,Summary of All HUD Programs,1,90021,90021,128,86,266,100,3,3,1.0,277,234,1837,9785,9396,40,5,40,8,7,9,40,47,12,99,95,-1,2,25,2,47,67,53,-1,29,31,40,-1,83,61,-1,3,17,1,18,0,20,0,2,96,23,9,98,1,0,0,63,82,3,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90022,10,Housing Choice Vouchers,3,90022,90022,358,88,337,100,6,9,2.2,734,518,1482,21147,9709,8,8,35,8,41,29,13,56,21,96,78,3,27,76,28,30,57,25,1,33,22,44,5,94,8,1,1,6,0,82,1,84,0,22,152,96,96,43,43,14,13,23,98,60,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90022,10,Summary of All HUD Programs,1,90022,90022,1085,95,1052,100,6,5,2.3,2451,601,950,24225,10398,5,7,37,8,43,32,9,57,24,91,76,6,25,77,27,21,35,17,0,29,19,51,6,97,4,0,8,3,0,80,4,84,0,39,172,83,78,41,28,31,13,19,98,53,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90023,10,Housing Choice Vouchers,3,90023,90023,408,85,348,100,5,21,2.0,686,478,1343,18688,9480,13,8,39,10,31,22,20,55,19,95,82,3,24,63,26,33,71,28,3,35,21,41,2,88,18,1,1,12,1,65,2,68,0,12,116,99,84,58,27,15,11,23,98,53,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90023,10,Summary of All HUD Programs,1,90023,90023,1008,92,934,100,5,10,2.1,1985,573,852,23081,10860,6,6,40,9,39,30,12,57,23,92,77,6,21,67,22,21,43,18,1,26,20,53,5,95,10,0,5,5,1,72,6,80,0,17,170,96,71,48,35,17,10,31,98,35,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90024,10,Housing Choice Vouchers,3,90024,90024,5,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90024,10,Summary of All HUD Programs,1,90024,90024,6,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90025,10,Housing Choice Vouchers,3,90025,90025,98,83,79,97,7,57,2.2,176,447,1259,17257,7746,5,16,34,15,29,15,32,52,18,97,91,4,53,70,47,51,82,31,4,58,11,27,5,78,46,1,9,22,3,20,-1,23,0,13,76,100,55,62,27,11,10,18,53,33,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90025,10,Summary of All HUD Programs,1,90025,90025,99,83,80,97,7,56,2.2,177,445,1269,17202,7775,5,16,35,15,29,15,31,53,18,98,91,4,53,70,46,51,78,31,4,58,11,28,5,78,45,1,9,23,3,20,-1,23,0,13,76,100,55,63,26,11,10,18,53,33,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90026,10,Housing Choice Vouchers,3,90026,90026,472,83,379,96,5,6,1.9,737,498,1258,18786,9661,9,8,44,9,30,25,16,57,19,96,83,4,20,65,22,42,84,36,0,30,28,42,3,87,26,1,8,13,1,51,1,53,0,10,150,100,63,55,26,19,13,25,89,18,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90026,10,Summary of All HUD Programs,1,90026,90026,1000,88,920,100,6,7,1.7,1599,431,1169,17081,9828,11,11,45,9,25,23,18,58,18,97,86,3,20,67,21,30,48,26,3,32,18,47,6,91,30,0,11,8,2,38,10,50,1,10,140,69,54,70,19,11,8,25,88,19,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90027,10,Housing Choice Vouchers,3,90027,90027,1366,83,1094,96,6,2,1.5,1619,421,1254,16544,11179,3,3,58,5,30,10,4,85,18,98,94,2,2,68,2,44,94,73,0,6,13,81,14,14,5,0,1,86,-1,7,0,7,0,27,213,100,58,62,31,6,16,22,47,9,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90027,10,Summary of All HUD Programs,1,90027,90027,1769,87,1505,98,5,3,1.4,2099,400,1305,15884,11389,4,3,62,5,26,9,4,87,18,99,95,1,2,69,2,39,77,63,0,6,10,84,15,19,5,0,4,79,-1,8,1,10,0,27,194,92,49,72,24,5,12,22,47,10,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90028,10,Housing Choice Vouchers,3,90028,90028,770,83,617,96,6,7,1.4,875,402,1255,15956,11251,8,4,54,11,24,13,11,75,18,98,92,1,6,57,7,60,86,62,1,18,18,63,9,45,20,1,4,55,1,18,0,19,0,13,146,94,49,75,23,2,7,24,53,6,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90028,10,Summary of All HUD Programs,1,90028,90028,1702,91,1555,100,6,8,1.2,1931,353,1171,14367,11569,4,5,68,8,15,7,6,86,16,99,96,1,2,63,3,62,38,38,0,8,10,82,14,35,9,0,13,64,0,10,2,13,0,13,131,70,38,90,9,1,3,27,55,5,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90029,10,Housing Choice Vouchers,3,90029,90029,855,83,687,97,6,7,1.4,992,421,1258,16697,11563,7,4,55,8,27,16,6,77,19,98,91,2,4,56,4,45,92,61,0,16,22,62,7,43,16,1,2,57,1,22,1,24,0,26,180,100,59,67,28,5,14,23,77,13,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90029,10,Summary of All HUD Programs,1,90029,90029,1246,87,1071,99,5,9,1.4,1470,399,1238,16012,11666,6,5,57,8,24,13,6,80,18,98,92,1,4,58,4,38,54,43,1,14,15,70,14,57,15,0,21,41,1,16,3,20,0,26,163,94,47,78,19,3,9,24,79,12,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90031,10,Housing Choice Vouchers,3,90031,90031,317,84,257,97,6,7,2.0,519,524,1271,20492,10147,6,6,42,8,37,26,11,59,21,94,79,1,22,67,21,25,74,32,2,27,22,48,7,93,18,1,23,7,1,49,2,51,0,24,158,95,83,39,39,23,22,19,95,38,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90031,10,Summary of All HUD Programs,1,90031,90031,563,87,491,100,6,5,2.1,1048,547,1316,21370,10012,7,8,38,10,38,31,11,56,22,94,77,3,24,72,24,15,45,18,2,29,21,48,6,95,13,1,14,4,1,37,29,67,0,24,187,76,68,34,38,27,24,23,96,35,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90032,10,Housing Choice Vouchers,3,90032,90032,497,83,399,96,5,18,2.1,849,588,1257,22546,10596,8,6,36,10,39,29,12,57,23,92,77,4,24,64,24,39,83,31,1,32,29,39,3,89,20,1,6,11,1,61,2,63,0,19,158,100,80,44,34,22,19,19,96,62,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90032,10,Summary of All HUD Programs,1,90032,90032,647,86,542,97,5,14,2.1,1113,577,1197,22695,11052,7,7,37,10,39,30,11,58,23,92,77,3,21,68,22,33,74,29,0,29,26,45,4,92,17,0,7,8,1,58,8,68,0,19,184,98,78,42,38,20,19,20,96,61,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90033,10,Housing Choice Vouchers,3,90033,90033,681,83,548,97,5,9,2.3,1265,572,1261,23770,10297,9,8,32,9,43,35,13,49,23,92,77,6,25,69,26,26,69,24,2,34,24,41,5,94,8,0,8,6,1,76,1,78,0,10,121,99,83,30,44,26,20,32,98,31,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90033,10,Summary of All HUD Programs,1,90033,90033,1787,92,1681,100,6,5,2.4,4019,638,958,26170,10946,6,8,33,8,45,38,10,51,25,90,74,7,25,70,26,19,43,16,1,30,24,46,6,96,8,0,8,3,0,73,6,79,0,30,186,90,81,35,37,28,16,31,97,25,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90034,10,Housing Choice Vouchers,3,90034,90034,195,82,155,97,6,10,1.6,255,541,1268,22274,13539,7,9,31,13,40,31,9,57,25,92,72,-1,20,69,18,29,80,34,1,30,27,41,3,83,63,1,1,17,1,16,1,17,1,14,197,98,72,42,42,16,26,12,75,21,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90034,10,Summary of All HUD Programs,1,90034,90034,218,88,188,98,6,10,1.5,290,519,1152,21383,13862,6,9,35,13,38,27,7,63,24,93,74,-1,16,66,15,42,75,39,1,32,27,40,3,76,54,2,2,24,1,16,1,18,1,14,189,84,70,44,39,16,29,12,73,20,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90035,10,Housing Choice Vouchers,3,90035,90035,134,83,107,96,5,3,1.5,160,416,1251,17034,11391,10,3,50,10,26,18,7,74,19,98,86,2,9,64,9,40,82,48,2,18,24,56,7,63,48,-1,1,37,-1,13,1,14,0,2,196,100,53,62,34,5,17,10,39,25,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90035,10,Summary of All HUD Programs,1,90035,90035,268,91,240,99,6,8,1.3,311,382,1594,15784,12181,5,3,62,10,20,9,3,87,18,99,91,1,4,65,4,43,29,28,1,8,12,79,20,40,25,-1,5,58,-1,8,2,9,0,2,161,99,38,83,15,2,8,10,32,22,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90036,10,Housing Choice Vouchers,3,90036,90036,31,83,25,97,6,16,1.3,32,496,1260,18373,14354,4,4,48,12,32,20,4,76,21,96,84,-1,4,76,4,36,86,63,4,24,16,56,24,56,44,-1,-1,44,-1,12,-1,12,0,21,166,100,78,72,28,-1,12,11,46,8,NA,31080,NA,NA,NA,,NA,NA
31-Dec-22,ZIPCODE,90036,10,Summary of All HUD Programs,1,90036,90036,109,95,103,100,6,8,1.1,117,377,1551,15292,13462,2,3,67,11,17,7,1,92,18,99,94,-1,1,70,1,42,42,41,1,6,5,88,24,30,17,-1,9,69,-1,3,2,5,1,21,151,98,43,93,7,-1,3,8,40,12,NA,31080,NA,NA,NA,,NA,NA
