Quarter,gsl,entities,sumlevel,program_label,program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size
31-Dec-17,ZIPCODE,90012,10,Housing Choice Vouchers,3,90012,90012,307,91,264,95,5,3,1.6,413,401,947,14829,9479,4,5,53,21,16,16,3,81,22,97,88,3,5,59,7,40,89,60,0,12,17,70,26,90,16,0,55,10,0,17,2,19,0,146,143,99,33,57,33,9,16,35,91,6,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90013,10,Housing Choice Vouchers,3,90013,90013,961,91,826,95,4,23,1.0,841,211,946,8736,8581,37,7,47,4,5,7,36,56,14,99,95,0,1,34,1,75,79,75,0,36,43,20,1,82,59,1,3,18,1,19,0,20,0,10,40,98,5,100,-1,0,-1,43,69,1,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90014,10,Housing Choice Vouchers,3,90014,90014,762,91,654,95,4,13,1.0,659,229,946,9406,9335,26,9,56,6,3,12,23,63,15,100,96,-1,0,38,0,48,74,60,1,20,31,47,0,82,45,0,4,18,1,30,1,32,0,30,57,100,5,100,0,-1,-1,46,69,1,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90015,10,Housing Choice Vouchers,3,90015,90015,158,91,136,95,3,12,1.4,188,318,947,12352,8935,17,7,53,10,13,15,20,63,18,98,91,1,7,41,8,69,93,59,1,35,32,32,1,85,47,1,5,15,1,29,1,31,0,4,84,100,23,79,12,9,5,41,90,4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90016,10,Housing Choice Vouchers,3,90016,90016,1598,91,1385,95,5,3,1.8,2441,426,953,15746,8934,9,11,42,13,25,28,12,58,22,93,78,2,24,73,23,37,77,33,1,36,30,33,3,96,81,0,2,4,1,10,1,12,0,36,161,100,56,42,48,9,22,25,96,34,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90017,10,Housing Choice Vouchers,3,90017,90017,241,91,207,95,4,3,1.7,356,395,947,14615,8498,6,8,56,12,17,16,8,75,21,98,87,4,14,58,16,44,88,50,1,18,19,62,11,89,26,-1,26,11,-1,37,1,38,0,85,125,100,30,72,11,17,7,49,94,1,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90018,10,Housing Choice Vouchers,3,90018,90018,1825,91,1571,95,5,3,1.7,2730,409,948,15669,9017,8,9,45,14,23,26,11,63,22,95,80,2,20,68,20,39,83,38,1,31,30,39,4,95,74,0,7,5,1,13,0,14,0,50,143,87,56,54,35,11,17,29,95,31,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90019,10,Housing Choice Vouchers,3,90019,90019,1348,91,1160,95,4,6,1.7,1975,412,948,15644,9188,8,10,46,11,25,25,9,64,22,95,80,2,17,68,18,42,80,39,1,32,28,40,4,92,71,0,5,8,1,15,0,17,0,32,147,100,44,56,36,9,14,22,90,21,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90020,10,Housing Choice Vouchers,3,90020,90020,162,91,140,95,5,4,1.4,192,382,949,14507,10578,9,6,51,13,20,16,8,75,22,96,79,2,8,51,8,49,77,49,1,21,31,46,3,80,42,1,14,20,1,22,-1,23,0,4,138,99,30,84,13,4,6,22,92,1,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90021,10,Housing Choice Vouchers,3,90021,90021,23,91,20,95,6,5,1.2,24,239,946,9749,8124,20,10,60,10,-1,15,20,65,15,100,100,-1,15,35,15,40,100,58,-1,25,25,50,-1,85,75,-1,-1,15,-1,10,-1,10,0,26,96,75,13,85,10,5,-1,44,82,10,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90022,10,Housing Choice Vouchers,3,90022,90022,362,93,343,100,5,3,2.3,797,475,1021,16768,7216,7,11,42,11,29,30,11,58,22,94,78,5,28,79,30,35,58,23,1,32,29,38,6,94,6,0,1,6,0,87,-1,87,0,100,138,98,65,44,41,15,13,24,98,62,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90023,10,Housing Choice Vouchers,3,90023,90023,311,91,275,97,5,5,2.1,586,441,968,16287,7643,7,12,41,15,25,26,13,61,22,96,81,4,29,65,30,33,69,28,1,30,28,41,4,89,17,0,1,11,-1,70,1,71,0,35,113,100,56,51,32,17,12,31,98,52,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90024,10,Housing Choice Vouchers,3,90024,90024,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90025,10,Housing Choice Vouchers,3,90025,90025,31,91,27,95,5,4,1.5,41,400,946,15224,10026,4,15,37,26,19,15,-1,85,23,96,89,-1,4,56,4,50,84,61,-1,11,19,70,30,37,15,-1,7,63,-1,15,-1,15,0,172,166,100,42,48,44,7,19,15,46,6,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90026,10,Housing Choice Vouchers,3,90026,90026,363,91,313,95,5,2,2.0,626,481,949,16324,8162,8,9,42,14,28,32,8,58,22,94,80,4,19,68,21,36,83,32,2,30,27,40,6,88,20,-1,9,12,1,56,1,58,0,60,149,99,44,49,31,20,18,24,87,22,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90027,10,Housing Choice Vouchers,3,90027,90027,1511,91,1298,95,5,2,1.6,2064,400,946,14624,9196,2,3,55,27,12,18,3,78,21,99,91,2,2,69,3,48,96,71,0,6,17,77,13,12,5,0,1,88,0,6,0,6,0,147,175,100,40,62,33,5,12,24,46,8,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90028,10,Housing Choice Vouchers,3,90028,90028,687,91,590,95,5,7,1.5,890,368,946,14075,9330,6,7,56,19,12,15,9,76,21,97,90,2,6,59,6,55,88,60,0,15,22,62,9,37,15,1,3,63,1,17,0,18,0,104,130,100,33,71,27,2,6,29,55,5,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90029,10,Housing Choice Vouchers,3,90029,90029,855,91,735,95,5,4,1.6,1179,419,947,15477,9649,5,5,51,21,18,18,5,76,22,96,86,3,5,58,7,49,94,59,0,18,25,57,5,38,14,0,1,62,0,22,0,22,0,77,147,100,42,63,32,5,11,27,76,13,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90031,10,Housing Choice Vouchers,3,90031,90031,321,91,278,95,6,7,2.2,619,462,952,16695,7498,12,8,37,16,27,29,13,56,22,97,79,5,23,67,24,26,79,30,1,28,29,42,5,92,11,1,25,8,-1,54,1,55,0,54,132,94,59,36,37,27,22,29,95,41,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90032,10,Housing Choice Vouchers,3,90032,90032,432,91,372,95,5,2,2.4,889,480,948,17776,7438,5,13,37,13,32,31,14,54,23,95,77,5,30,76,33,31,84,26,0,35,32,33,2,89,12,1,5,11,2,69,1,71,0,72,156,99,59,36,38,26,17,24,96,61,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90033,10,Housing Choice Vouchers,3,90033,90033,439,91,377,95,4,5,2.3,882,445,947,16645,7115,9,12,40,11,29,34,14,50,22,95,81,9,28,78,32,26,81,23,1,41,29,29,3,94,7,0,3,6,1,83,1,84,0,71,142,99,60,31,47,22,19,37,98,34,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90034,10,Housing Choice Vouchers,3,90034,90034,214,90,182,95,5,1,2.0,357,516,947,17890,9121,8,8,36,11,37,35,10,54,25,94,69,4,23,76,24,31,84,29,2,35,31,32,3,83,69,-1,-1,17,1,13,1,14,0,82,185,99,44,31,43,25,26,16,78,22,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90035,10,Housing Choice Vouchers,3,90035,90035,119,91,102,95,5,1,1.7,172,420,947,15768,9351,5,13,44,13,26,24,6,70,22,95,78,3,16,74,16,44,76,41,-1,19,32,49,6,69,55,-1,3,31,1,10,-1,11,0,-1,170,99,38,57,36,7,16,14,44,25,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90036,10,Housing Choice Vouchers,3,90036,90036,17,91,15,95,4,-1,1.1,16,440,946,11682,10952,-1,7,80,13,-1,7,-1,93,18,100,100,-1,-1,93,-1,50,100,94,-1,7,7,87,53,13,13,-1,-1,87,-1,-1,-1,0,0,-1,222,100,67,73,27,-1,27,13,38,6,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90037,10,Housing Choice Vouchers,3,90037,90037,1753,91,1507,95,5,6,2.3,3401,433,947,15885,7039,12,12,37,11,28,30,19,50,21,96,79,3,34,75,35,33,82,25,1,46,31,22,2,97,79,0,1,3,1,16,0,17,0,72,139,99,65,41,33,27,18,39,99,36,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90038,10,Housing Choice Vouchers,3,90038,90038,501,91,432,95,5,3,1.6,686,449,950,15532,9781,8,6,48,18,20,23,7,69,22,95,84,3,7,63,8,48,91,54,1,18,26,55,6,46,16,-1,2,54,0,28,-1,28,0,93,155,100,38,63,32,6,11,30,72,8,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90039,10,Housing Choice Vouchers,3,90039,90039,82,91,71,95,5,6,1.8,130,511,948,17806,9725,4,8,42,15,30,34,8,58,25,90,75,3,14,73,14,24,97,40,1,18,32,48,6,51,10,1,-1,49,-1,38,1,39,0,110,166,100,57,41,48,11,28,10,74,55,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90040,10,Housing Choice Vouchers,3,90040,90040,94,93,89,100,4,2,2.1,186,509,1020,16734,8007,4,8,46,17,25,28,6,66,22,98,80,7,21,63,22,37,59,27,-1,30,18,52,2,92,3,1,2,8,-1,83,2,85,2,1,116,98,64,45,42,13,18,15,97,67,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90041,10,Housing Choice Vouchers,3,90041,90041,324,91,278,95,5,8,1.4,396,398,946,14449,10143,2,5,60,22,11,8,3,88,21,98,90,2,2,69,3,54,89,71,-1,5,13,82,13,54,10,0,8,46,0,36,-1,36,0,120,118,100,35,82,17,2,7,12,69,70,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90042,10,Housing Choice Vouchers,3,90042,90042,346,91,298,95,5,2,2.2,666,436,948,16065,7188,13,12,33,13,28,35,17,48,21,95,79,3,33,78,35,28,81,25,1,38,29,32,3,88,19,1,3,12,1,63,1,65,0,61,154,100,56,34,53,13,18,25,89,42,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90043,10,Housing Choice Vouchers,3,90043,90043,2435,91,2101,95,5,7,1.9,3934,403,950,15430,8241,13,11,42,10,25,26,16,57,22,94,80,2,28,70,27,39,82,32,1,40,31,28,2,97,89,0,0,3,2,5,0,7,0,81,135,100,59,47,39,14,18,27,98,39,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90044,10,Housing Choice Vouchers,3,90044,90044,4272,92,3796,97,5,5,2.2,8229,425,972,15520,7159,12,13,38,11,26,28,18,53,21,95,80,3,35,75,34,35,81,26,2,46,30,22,2,97,87,0,0,3,1,8,0,9,0,78,136,99,67,34,45,22,24,37,99,45,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90045,10,Housing Choice Vouchers,3,90045,90045,129,91,111,95,5,1,2.0,225,476,946,18347,9051,12,10,34,11,33,34,12,53,25,87,70,3,36,80,35,28,73,24,1,48,28,23,-1,95,79,1,2,5,1,12,-1,13,0,2,152,99,49,28,69,3,22,18,81,9,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90046,10,Housing Choice Vouchers,3,90046,90046,1153,93,1064,100,5,2,1.4,1446,373,1001,13401,9860,1,4,65,23,7,5,1,94,20,99,94,0,1,65,2,69,83,72,-1,5,8,87,30,11,4,0,0,89,0,6,-1,6,0,57,183,98,46,78,21,1,8,18,23,9,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90047,10,Housing Choice Vouchers,3,90047,90047,2189,91,1927,96,5,5,2.1,3997,448,965,16497,7953,11,11,37,12,28,31,15,52,22,93,77,3,33,77,33,32,80,26,1,44,28,27,1,98,91,0,0,2,1,5,0,6,0,84,148,100,73,35,47,18,23,21,99,63,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90048,10,Housing Choice Vouchers,3,90048,90048,78,91,68,95,5,-1,1.3,85,319,953,11750,9400,1,3,79,16,-1,1,4,93,18,100,100,-1,6,76,6,58,100,85,-1,10,7,82,22,9,4,-1,1,91,-1,3,-1,3,0,-1,190,100,43,82,16,1,9,11,19,38,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90049,10,Housing Choice Vouchers,3,90049,90049,8,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90056,10,Housing Choice Vouchers,3,90056,90056,28,92,26,99,6,-1,1.3,34,483,998,15078,11530,-1,16,48,12,24,15,-1,81,23,96,77,-1,4,65,4,33,76,53,-1,15,19,65,19,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,178,96,57,69,27,4,12,9,89,54,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90057,10,Housing Choice Vouchers,3,90057,90057,826,91,711,95,5,6,1.5,1038,338,948,13090,8966,11,9,56,10,13,15,12,72,19,98,88,2,9,51,10,52,82,51,2,20,22,56,3,83,36,0,13,17,1,33,1,34,0,58,90,95,28,75,17,7,8,38,94,2,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90058,10,Housing Choice Vouchers,3,90058,90058,5,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90059,10,Housing Choice Vouchers,3,90059,90059,689,91,608,97,5,3,2.9,1784,538,967,18716,6379,8,13,30,12,38,36,19,44,23,94,75,7,48,81,50,31,79,18,2,56,27,16,0,99,80,0,1,1,1,17,0,18,0,54,140,99,91,16,32,52,25,35,99,62,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90061,10,Housing Choice Vouchers,3,90061,90061,932,91,815,96,5,4,2.7,2209,468,960,16997,6271,11,13,32,13,31,33,20,46,22,94,80,5,44,80,45,28,81,20,1,56,24,18,0,98,87,0,0,2,0,9,0,10,0,52,138,99,72,18,43,39,27,33,99,56,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90062,10,Housing Choice Vouchers,3,90062,90062,1227,91,1055,95,5,4,2.2,2347,446,947,16684,7500,11,13,37,11,28,30,17,52,22,94,76,3,33,79,34,32,84,25,1,42,30,27,2,98,89,-1,1,2,1,7,-1,7,0,45,155,100,70,44,36,20,13,29,99,51,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90063,10,Housing Choice Vouchers,3,90063,90063,180,92,166,99,5,5,2.8,465,525,999,18201,6498,5,12,34,13,35,34,14,51,23,95,75,7,42,80,45,28,68,20,1,46,22,30,4,94,8,1,1,6,1,83,1,85,0,166,150,99,76,25,37,38,18,26,99,65,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90064,10,Housing Choice Vouchers,3,90064,90064,9,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90065,10,Housing Choice Vouchers,3,90065,90065,315,91,271,95,4,26,1.6,443,392,946,14885,9106,13,7,43,15,21,20,15,65,21,96,80,4,13,49,15,56,87,47,0,32,31,36,3,72,27,0,4,28,2,39,-1,41,0,40,94,100,43,60,34,7,12,23,87,44,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90066,10,Housing Choice Vouchers,3,90066,90066,270,76,195,95,7,5,1.4,282,411,947,16447,11373,4,8,48,16,24,15,5,79,24,94,77,2,7,56,8,43,80,54,-1,17,12,70,4,64,26,-1,8,36,2,28,1,30,0,3,88,100,35,81,16,3,3,19,73,27,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90068,10,Housing Choice Vouchers,3,90068,90068,50,91,43,95,4,5,1.3,56,320,946,12151,9330,5,7,62,24,2,12,5,81,18,100,95,2,-1,60,2,56,82,68,-1,7,14,79,7,33,19,-1,9,67,-1,5,-1,5,0,166,124,98,33,81,16,2,5,21,28,16,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90069,10,Housing Choice Vouchers,3,90069,90069,67,93,63,100,6,-1,1.4,89,399,1020,14256,10091,-1,2,67,22,10,6,-1,94,21,100,92,-1,-1,54,-1,82,72,60,-1,2,25,73,19,13,8,-1,-1,87,-1,5,-1,5,0,-1,195,92,50,60,40,-1,13,12,21,9,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90073,10,Housing Choice Vouchers,3,90073,90073,62,91,53,95,6,98,1.0,54,346,946,14087,13826,10,15,38,15,23,8,6,77,22,89,77,-1,-1,8,-1,89,58,72,-1,2,49,49,-1,57,43,-1,2,43,-1,11,-1,11,0,2,7,-1,-1,100,-1,-1,-1,56,60,63,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90094,10,Housing Choice Vouchers,3,90094,90094,12,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90201,10,Housing Choice Vouchers,3,90201,90201,776,93,735,100,5,3,2.4,1785,501,1022,17412,7170,5,12,42,13,29,30,10,59,23,95,78,6,29,81,32,24,51,20,1,32,22,45,5,96,4,0,0,4,0,91,1,92,0,52,139,100,70,32,42,26,18,29,97,46,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90210,10,Housing Choice Vouchers,3,90210,90210,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90211,10,Housing Choice Vouchers,3,90211,90211,3,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90212,10,Housing Choice Vouchers,3,90212,90212,4,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90220,10,Housing Choice Vouchers,3,90220,90220,628,81,558,100,5,3,3.0,1696,470,1038,18101,5955,7,13,36,12,33,36,17,45,22,94,76,7,46,88,49,18,69,14,0,51,28,20,2,99,70,0,6,1,-1,22,0,23,0,67,134,100,74,20,37,44,19,29,99,58,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90221,10,Housing Choice Vouchers,3,90221,90221,396,82,354,100,5,2,2.3,829,416,1036,16178,6908,6,11,41,13,28,30,11,57,22,96,80,3,36,84,36,29,71,23,1,41,27,31,1,98,77,0,2,2,-1,19,-1,19,0,65,152,99,65,34,41,26,19,28,99,62,NA,31080,NA,NA,NA,,NA,NA
31-Dec-17,ZIPCODE,90222,10,Housing Choice Vouchers,3,90222,90222,291,87,267,100,5,16,2.6,703,429,1030,15651,5944,12,17,31,14,26,31,26,43,20,97,81,3,49,81,48,29,71,19,0,55,30,15,0,97,79,-1,0,3,1,17,-1,18,0,16,123,100,78,26,36,38,22,29,99,71,NA,31080,NA,NA,NA,,NA,NA
